Title,Views,Video Duration,Thumbnail Link,
Rozy Ke Kaffare Main Khane K Bajaye Sadqah Karna | Ask Mufti Tariq Masood,3.5K views,7:11,https://i.ytimg.com/vi/HZ82Gb8LHVk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAkjvwEwFR3cmK-S90iy9V97MijgQ,
Online Service Main Ghalat Zaati Malomaat Faraham Karna | Ask Mufti Tariq Masood,3.7K views,4:07,https://i.ytimg.com/vi/ndr8JcrDRTM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB0qrURZE4kK6O7WVTA-9zMMT9BAw,
Namaz Main Aankh Lag Jai To Namaz Ka Hukum | Ask Mufti Tariq Masood,6.7K views,3:34,https://i.ytimg.com/vi/Jtkp3yArEPs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBB1PKhgB5Cx0tr_gNuj28KDDE6cg,
Muqaddas Auraq Uthane Ka Hukum | Ask Mufti Tariq Masood,4K views,3:46,,
Kutty Ka Jism Paak Hy Ya Napak | Ask Mufti Tariq Masood,20K views,3:48,,
Darhi Ke khilal Ka Tariqa | Ask Mufti Tariq Masood,7K views,2:58,,
Asar Aor Isha Ki Char Sunnaton Ka Hukum | Ask Mufti Tariq Masood,8.9K views,2:34,,
Mobile Se Li Gayi Tasweer Ka Hukum | Ask Mufti Tariq Masood,12K views,3:08,,
Soodi Qarz Se Ghar Banana | Ask Mufti Tariq Masood,10K views,3:22,,
Raste Main Milne Waly Paison Ka Hukum | Ask Mufti Tariq Masood,16K views,4:18,,
Quran Par Ungli Phair Kar Bismillah Parhna | Ask Mufti Tariq Masood,23K views,2:34,,
Lottery Ke Inam Ka Hukum| Ask Mufti Tariq Masood,8.2K views,3:21,,
Kutton Ko Jaan Se Marne Ka Hukum | Ask Mufti Tariq Masood,15K views,3:54,,
Karobar Ke Naam Ka Asar | Ask Mufti Tariq Masood,6.6K views,3:43,,
hakim Ke Huqooq | Ask Mufti Tariq Masood,2.9K views,4:16,,
Eid Milad Un Nabi S.A.W Ki Sharee Hasiyat | Ask Mufti Tariq Masood,4.7K views,3:48,,
Kandhay Pr Romaal Rakhna | Ask Mufti Tariq Masood,22K views,2:49,,
Azan Ka Jawab Deny Ka Tariqa | Ask Mufti Tariq Masood,210K views,3:16,,
Sunnatain Parhy Baghair Namaz Ho Jati Hy | Ask Mufti Tariq Masood,19K views,3:23,,
Rasty Se Para Hoa Rizq ya Muqaddas Auraq Uthana | Ask Mufti Tariq Masood,7.1K views,3:14,,
Maike Main Shohar Ya Susral Ki Burai Karna | Ask Mufti Tariq Masood,20K views,5:16,,
Udhar Main Ziadah Qimat Par Farokht Karna | Ask Mufti Tariq Masood,5.3K views,3:27,,
Burai Se Rokne Ki Hadd | Ask Mufti Tariq Masood,6.7K views,5:33,,
Waswason Ka Ilaj | Ask Mufti Tariq Masood,63K views,6:06,,
Shaadion Main Tuhfey Tahaif Ka Lain Dain | Ask Mufti Tariq Masood,9.6K views,7:36,,
Khawateen Ke Malboosat Bechna | Ask Mufti Tariq Masood,9.4K views,4:50,https://i.ytimg.com/vi/cAm_s3iPB-s/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDUTAEi-4kLaS4f0hLiVcwdNEcAog,
Bewa Shasdi Kr Ley To Bachey Kis Ke Pas Rahain Gai | Ask Mufti Tariq Masood,9.6K views,10:32,https://i.ytimg.com/vi/QKBA0NLt1dk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCCCtmjku3qUMW1UJ7oyKoN1NZW1A,
Imam ke peechay tilawat ka hukum | Ask Mufti Tariq Masood,8.2K views,4:19,https://i.ytimg.com/vi/ybv7U3wBRsI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDtB4YptFhvlRdNKMWEZGvYLi12ow,
paise tey kar ke tilawat ki mehfil main jana | Ask Mufti Tariq Masood,4.3K views,3:38,https://i.ytimg.com/vi/1xo8039grjg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBtHR9NT8mdLdcKnTf1s00AcaWykA,
Dua e qunoot bhool kar rukoo kar liya to namaz ka hukum | Ask Mufti Tariq Masood,18K views,4:55,https://i.ytimg.com/vi/pH41KAWfFp4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC5tC-i1K-2miZHfChX9dsmGxjDtw,
Shohar ke kehny par baal katvana | Ask Mufti Tariq Masood,16K views,4:10,https://i.ytimg.com/vi/1sbL6O3Co1w/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAPM75hhUfjba9UJaxPtthQ6UvbeQ,
Shadi sy pehly sitare milana | Ask Mufti Tariq Masood,11K views,6:30,https://i.ytimg.com/vi/x7WMjGALJmY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLChLVuaaqUj8mBldnkgfQw7zulaCw,
Mother milk bank sy doodh ly kr bache ko pilana | Ask Mufti Tariq Masood,8.4K views,4:38,https://i.ytimg.com/vi/dMAoi5ntZI4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDcqy6teN7X9D-dezRYkBZ1NGbJ5w,
Rishte waly jawab nahin daity | Ask Mufti Tariq Masood,8.3K views,8:27,,
Shohar ka bivi ko facebook istemaal karne sy rokna | Ask Mufti Tariq Masood,9.6K views,7:47,,
Paise kitne jama kar sakte hain | Ask Mufti Tariq Masood,13K views,5:07,,
Yahood o Nasara ke dost na hone ka matlab | Ask Mufti Tariq Masood,9.8K views,9:49,,
Operation k zariye dilivery karwana | Ask Mufti Tariq Masood,10K views,4:55,,
"kaam kahna, kaam sona, kaam batain karna | Ask Mufti Tariq Masood",14K views,4:39,,
Kia Mufti Sahab modren ho gaye hain | Ask Mufti Tariq Masood,13K views,10:11,,
Mimber par baith kr hansi mazak karna | Ask Mufti Tariq Masood,9.8K views,5:19,,
Walidain ki marzi ke baghair deeni taleem hasil karna | Ask Mufti Tariq Masood,6.1K views,3:32,,
Nikah ke baad rukhsati main kitna waqt hona chahiye | Ask Mufti Tariq Masood,26K views,10:29,,
Khawateen ke liye khushboo ka istimaal | Ask Mufti Tariq Masood,52K views,3:59,,
Ghar main Kaaba or Gunbad e Khazra ki tasaweer rakhna | Ask Mufti Tariq Masood,12K views,3:06,,
Nikah kis se karyn kanwari bewa ya mutalliqa | Ask Mufti Tariq Masood,9.1K views,6:07,,
Mehmanon ke liye takallufat ka hukum | Ask Mufti Tariq Masood,12K views,3:03,,
Imam mozoon par masah karta ho to namaz ka hukum | Ask Mufti Tariq Masood,4.9K views,9:16,,
Water proof mozoon par masah ka hukum | Ask Mufti Tariq Masood,5.8K views,3:49,,
Wedding cake katna | Ask Mufti Tariq Masood,52K views,3:49,,
Khany ke baad pani peena | Ask Mufti Tariq Masood,23K views,4:23,,
Janwaron ke bary main rah e aitedaal | Ask Mufti Tariq Masood,5.1K views,12:52,,
Azwaj e Mutahharat ke Ahl e Bait main shamil hony ki daleel | Ask Mufti Tariq Masood,4.8K views,4:10,,
Bachay kay kaan myn record shuda azaan dena | Ask Mufti Tariq Masood,14K views,2:11,,
Pani par dam k liye phonk marna | Ask Mufti Tariq Masood,54K views,3:05,,
Jhar phonk aor tony totkay | Ask Mufti Tariq Masood,8.9K views,10:52,https://i.ytimg.com/vi/UeG0n0ize6Q/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAUg2cRTNqRpwt3SSTCAR8nMA4BxQ,
Islamic bank se munafa lena | Ask Mufti Tariq Masood,10K views,3:43,https://i.ytimg.com/vi/uWdlUZXZRXY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBXfDDV2iSlHBFwmE4vmaSNVKpmqg,
Bivi shohar ko bura bhala kehti rehti ho to shohar kia kare | Ask Mufti Tariq Masood,13K views,5:24,https://i.ytimg.com/vi/_tjfTehnpfw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDDt6lyfP-Z6gRjji26iCwM_6gWAQ,
Behan ne bhag kr shadi kar li to hum kia karain | Ask Mufti Tariq Masood,43K views,3:32,https://i.ytimg.com/vi/s4sfn4jdszw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDTAdOTp1-05wZLaTBsis7BsJ3SOg,
Aulad panay ke liye mazaar par jana | Ask Mufti Tariq Masood,9.4K views,4:28,https://i.ytimg.com/vi/kyOzh_R3xuI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDrUM02zn70wN1puc-juy2sBNJNWA,
Bivi naraz rehti ho to shohar kia kary | Ask Mufti Tariq Masood,15K views,4:36,https://i.ytimg.com/vi/GP0tn5vFi5Y/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC0hXPB0j-YvLfQ4rGXOXBpD_h0sw,
Credit card ke jawaz ki sharait | Ask Mufti Tariq Masood,13K views,4:17,https://i.ytimg.com/vi/QEbG9vzbCgY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA4YYvf9wcKowAqEPDgtjaBcWHUnQ,
Dhoka dy kar hasil ki gai job ki kamai ka hukum | Ask Mufti Tariq Masood,5.9K views,3:22,https://i.ytimg.com/vi/xvPkYGkzUk4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDGLSr-3mSzU4V7z-KlZzf7hWs7Ew,
Sona beti ke naam kardiya to zakat kis par wajib hy | Ask Mufti Tariq Masood,31K views,3:57,,
Fajar aor asar ke baad sona | Ask Mufti Tariq Masood,43K views,3:36,,
Saving certificate k iwaz munafa lena | Ask Mufti Tariq Masood,35K views,4:22,,
Huqooq ul Ibad ki maafi ka tarika | Ask Mufti Tariq Masood,31K views,6:17,,
Ghar walon se chup kar nikah karna | Ask Mufti Tariq Masood,123K views,2:40,,
Maike bethi hoi bivi ka naan nafqa | Ask Mufti Tariq Masood,13K views,3:50,,
Mobile main badnazri se kaise bachain | Ask Mufti Tariq Masood,32K views,4:17,,
Pehli bivi ke kehne par dosri bivi ko talaq dena | Ask Mufti Tariq Masood,8.7K views,6:41,,
Walidain se baat cheet karne par talaq muallaq karna | Ask Mufti Tariq Masood,5.4K views,5:57,,
Kia Allah aam admi se baar kar sakta hai | Ask Mufti Tariq Masood,9.6K views,3:50,,
Iddat ke doran corona vaccine lagwana | Ask Mufti Tariq Masood,4.3K views,3:50,,
Naqad aur udhar ki qimat main farq | Ask Mufti Tariq Masood,7.2K views,4:30,,
Namaz main bachy ki taraf dhiyan jana | Ask Mufti Tariq Masood,14K views,2:06,,
Namaz ke baad sajdah karna | Ask Mufti Tariq Masood,21K views,3:13,,
Mazoor aulad rehmat ya zehmat | Ask Mufti Tariq Masood,12K views,3:21,,
Barish main masjid ja ka r namaz parhna | Ask Mufti Tariq Masood,17K views,3:58,,
Aurat ka sar pr bundiya lagana | Ask Mufti Tariq Masood,16K views,7:50,,
Kufr ke waswasy | Ask Mufti Tariq Masood,23K views,4:22,,
Sofia e karam ke lataif ki sharee hesiyat | Ask Mufti Tariq Masood,7.1K views,15:22,,
Konsa maslak ikhtiar karain | Ask Mufti Tariq Masood,8.9K views,4:17,,
Qadiyanion se khareed o farookht karna | Ask Mufti Tariq Masood,5.3K views,3:42,,
Kia iddat ke doran pardah zaroori hai | Ask Mufti Tariq Masood,10K views,3:22,,
Iddat ke doran baal katna | Ask Mufti Tariq Masood,7K views,3:40,https://i.ytimg.com/vi/wCxWUX9rXpk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBvmii_0PUEUZdMjvk-2vSAaVEvQw,
swiming pool ka pani | Ask Mufti Tariq Masood,20K views,4:55,https://i.ytimg.com/vi/n8arw6LhVeQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBrTP4GzSRftPgoL-w_MTeK9S6Jrw,
Maa Dadi waghira ki bad duain lagti hain | Ask Mufti Tariq Masood,10K views,3:18,https://i.ytimg.com/vi/3rHJ-Qcblno/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDVG1KtdxZm8kS6vHIYfK48t_U-Ng,
Dr Zakir Naik aor teen talaqain | Ask Mufti Tariq Masood,8.2K views,4:04,https://i.ytimg.com/vi/dkZNLfgYH3I/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD4uKjcELrQy39BrUV-8O1fDVdGPw,
larki walon ki taraf sy beja sharait | Ask Mufti Tariq Masood,8.9K views,6:02,https://i.ytimg.com/vi/kYRaaVaOQkw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAX802x5SYu7TRuIg0fkRO4Qksx4w,
Be amal no muslim k sath rehana | Ask Mufti Tariq Masood,5.7K views,5:35,https://i.ytimg.com/vi/OS68gISGEag/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCS4lEnRSPL13d5OHHrutwP3_W9uQ,
Chehry k baal khatam karne ka wazifa | Ask Mufti Tariq Masood,98K views,5:37,https://i.ytimg.com/vi/gi6-3qxNxHA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAcTcSS3goj5nh8xVhI_iIe0-7gkw,
Bala talny wala sadqa aor aam sadqay mian farq | Ask Mufti Tariq Masood,11K views,3:36,https://i.ytimg.com/vi/2-oOGFokoMk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCcGbOUDSnIz8CkzpFkQj8_4ORJtQ,
Bahu ka susar sy hath milana | Ask Mufti Tariq Masood,8.9K views,3:57,,
Sajdy main dua ka tarika | Ask Mufti Tariq Masood,119K views,3:14,,
Nail polish lagane ka shree hukum | Ask Mufti Tariq Masood,17K views,4:17,,
Napak qaleen pr geely paon sy chalna | Ask Mufti Tariq Masood,12K views,3:17,,
lecuriya main kapron ki paaki ka masla | Ask Mufti Tariq Masood,78K views,3:52,,
Kitna doodh pilane sy razaat sabit hoti hy | Ask Mufti Tariq Masood,29K views,2:58,,
Dr Farhat Hashmi k lectures sunna | Ask Mufti Tariq Masood,334K views,6:42,,
Aurat ka youtube channel banana | Ask Mufti Tariq Masood,16K views,3:46,,
Tableeghi sargarmion ki sharee hesiat | Ask Mufti Tariq Masood,8.1K views,4:04,,
Sharab ki aadat kaise chorain | Ask Mufti Tariq Masood,224K views,5:40,,
Machar makhion ko marna | Ask Mufti Tariq Masood,29K views,4:51,,
Kia akhlaq ka darja ibadat sy ziadah hy | Ask Mufti Tariq Masood,15K views,6:12,,
Fuhash tasweerain daikhanay sy wuzo ka hukum | Ask Mufti Tariq Masood,14K views,5:23,,
Behnon ny wiarasat maaf kar di to in k bachon ka wirasat talab karna | Ask Mufti Tariq Masood,13K views,3:24,,
Masjid main ghair muslimon ka haq | Ask Mufti Tariq Masood,7.2K views,5:08,,
Taweez ki kamai | Ask Mufti Tariq Masood,29K views,8:17,,
Kamray mian akhbar ho to namaz ka hukum | Ask Mufti Tariq Masood,10K views,3:33,,
Rozy k doran haiz aa jay ya band ho jai to | Ask Mufti Tariq Masood,7.5K views,4:09,,
Qibly ki taraf paon karnay ka hukum | Ask Mufti Tariq Masood,31K views,6:57,,
Iqamat main hayya alas salah par kharay hona | Ask Mufti Tariq Masood,58K views,3:34,,
Finance companion k zariye khareed o farokht karna | Ask Mufti Tariq Masood,4K views,3:38,,
Doran e safar gari main namaz parhna | Ask Mufti Tariq Masood,11K views,3:07,,
Hazray Isa A.S ki qabar kahan hogi | Ask Mufti Tariq Masood,10K views,3:54,https://i.ytimg.com/vi/c6lTP4BsZBo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBA6TDwq1gCLDPLorjuIRqxlWNJNg,
Majburi main sood ki raqam sy ghar chalana | Ask Mufti Tariq Masood,19K views,4:00,https://i.ytimg.com/vi/AWkuY-yKr4I/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBs3nFDg1Of0SqjLxRMIfPpsUH_6Q,
Google ko dhoka dena | Ask Mufti Tariq Masood,13K views,3:43,https://i.ytimg.com/vi/wvDIrgVOURk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDZhLdyLlnu7SwOi-Db8jgbTXw8AQ,
Allah ko gawah bna kar nikah karna | Ask Mufti Tariq Masood,57K views,3:07,https://i.ytimg.com/vi/_sgHDunrpUI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCDqAiV7l_-RWv5HDg92K51JlHHCw,
Message viral kro gy to khushi mily gi | Ask Mufti Tariq Masood,7.8K views,4:22,https://i.ytimg.com/vi/s7mcL18Qn3Q/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAciEJjQEd-Kkg32AGjDs-54L8pLA,
Aurat ka baghir mehram k jahaz main safar karna | Ask Mufti Tariq Masood,17K views,6:32,https://i.ytimg.com/vi/McXKT4DpK-Q/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAsindy8KgeIX6j4kbuz4TxOrgarw,
Shohar ghair akhlaaqi sargarmi main mulawwis ho to talaq ka mutalba | Ask Mufti Tariq Masood,5.3K views,4:11,https://i.ytimg.com/vi/AZaokE2q3Qs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDDyZIGz46PSvolMs5Jnwt4xSpHaA,
Dam shuda pani diwaron par charakna | Ask Mufti Tariq Masood,21K views,3:15,https://i.ytimg.com/vi/CD_M_npsCME/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBJStHzadk0EUa0Aqv7mG3n8uQ4Hg,
Water proof kajal ya eye liner sy wuzo ka hukum | Ask Mufti Tariq Masood,50K views,3:32,,
Darwin ka nazriya e irtaqa | Ask Mufti Tariq Masood,8.8K views,3:56,,
Corona vaccine main khinzeer ki charbi | Ask Mufti Tariq Masood,146K views,4:10,,
Bhaiyon ka haq ziadah hy ya shohar ka | Ask Mufti Tariq Masood,18K views,4:35,,
Betiyon k rishton main bandish | Ask Mufti Tariq Masood,15K views,4:37,,
Shohar ki marzi k baghir bachy paida karna | Ask Mufti Tariq Masood,258K views,9:16,,
Rukoo main khatoon ka trousers takhny sy oper ho jay to | Ask Mufti Tariq Masood,14K views,2:43,,
Quran par ungli phair kr bismilah parhna | Ask Mufti Tariq Masood,9.2K views,4:54,,
khana khaty hoy batian karna | Ask Mufti Tariq Masood,15K views,4:21,,
Baap ka beti ko bosa lena | Ask Mufti Tariq Masood,38K views,4:24,,
Wali ki ijazay k baghiar larki ka nikah | Ask Mufti Tariq Masood,7.9K views,7:54,,
Shohar sy rabta na hony sy nikah pr asar | Ask Mufti Tariq Masood,10K views,3:04,,
Khawateen ka gym karna | Ask Mufti Tariq Masood,91K views,4:26,,
Aurat ka haath aor paon ka khula rakhna | Ask Mufti Tariq Masood,54K views,8:33,,
Allah k nabi s.a.w noor thay ya bashar | Ask Mufti Tariq Masood,8.6K views,5:59,,
"mardon k liye sar k lamby bal rakhna, sar mundhwana | Ask Mufti Tariq Masood",17K views,7:36,,
Larki ka rishtay k liye tasweer bhaijna,85K views,5:03,,
Achy akhlaq ki tareef | Ask Mufti Tariq Masood,13K views,5:20,,
Haiz k dinon main choti soortain parhna | Ask Mufti Tariq Masood,7.5K views,3:31,,
video call k zariye walidain ki ziarat ka sawab | Ask Mufti Tariq Masood,6.7K views,7:15,,
Zabeeha pr bismillah parhna ka yaqeen na ho to | Ask Mufti Tariq Masood,5.7K views,3:10,,
Saas ka baho ki cheezon main tajassus karna | Ask Mufti Tariq Masood,7.5K views,3:25,,
mangaiter sy baat cheet karna | Ask Mufti Tariq Masood,130K views,3:52,https://i.ytimg.com/vi/OKJKXSNSoxQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDLIVMmLg4Zh_MKetl_1_NFgRxBnw,
khawateen baal kahan phenkain | Ask Mufti Tariq Masood,678K views,3:57,https://i.ytimg.com/vi/qxRMJnIn22U/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC_Z42OjLGl7Uqdp-pEWrZEMi5oGQ,
Gaon main jummy ka hukum | Ask Mufti Tariq Masood,5.2K views,4:02,https://i.ytimg.com/vi/8OmN9LF3HaE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBoNDbruT2RUDJNGHGxhLUMrEvMLg,
Talaq ka waswasa ho to kia karain | Ask Mufti Tariq Masood,17K views,4:47,https://i.ytimg.com/vi/TI1uQU4Fn6E/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAjURjELsvXaK5D8wHtglwjbHNOWQ,
Shohar kharcha na dy to kia karain | Ask Mufti Tariq Masood,35K views,3:10,https://i.ytimg.com/vi/PED9Lk0fm68/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCivB3OjWmBFwJLR9Ao-HJTeCg-8g,
Baho ka saas ki khidmat na karna | Ask Mufti Tariq Masood,15K views,8:13,https://i.ytimg.com/vi/6IJBWjCf-0w/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCyTNn9Hj4va5ADusHdiOAEthg3Iw,
kamai walidain ko dain ya nikah karain | Ask Mufti Tariq Masood,11K views,4:19,https://i.ytimg.com/vi/DhPlu4s_Q68/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD_TxOK9OqI1BJQ13TjsN6GJ4_slw,
Isha ki namaz ka afzal waqt | Ask Mufti Tariq Masood,208K views,5:02,https://i.ytimg.com/vi/sZ_fO-t4xkA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDe92iKiOzVNEbcJYh-k_a-HPkTGA,
Damad aor cousin ka wirasat main hissa | Ask Mufti Tariq Masood,10K views,3:40,,
Bachpan main aqiqa na hoa ho to kia karain | Ask Mufti Tariq Masood,161K views,4:05,,
Sirf Quran k muafiq Hadees ko manna | Ask Mufti Tariq Masood,4.8K views,2:10,,
Pesay kamany ka shouq kesay paida ho | Ask Mufti Tariq Masood,16K views,2:54,,
Nabi S.A.W noor hain ya bashar | Ask Mufti Tariq Masood,11K views,6:41,,
Dua e qunoot bhool jaen to sajda e sahu sy namaz ho jay gi | Ask Mufti Tariq Masood,21K views,1:54,,
Bivi k huqooq | Ask Mufti Tariq Masood,1.2M views,13:53,,
Auliyaullah k ikhtiyaraat | Ask Mufti Tariq Masood,8.1K views,4:26,,
shadi ki niayat say muhabbat karna | Ask Mufti Tariq Masood,11K views,6:16,,
fajar ki sunnatain reh jain to kb parhain | Ask Mufti Tariq Masood,66K views,3:26,,
chotay bachon ko marna | Ask Mufti Tariq Masood,77K views,5:01,,
zabani ya tehreeri jabri talaq ka hukum  | Ask Mufti Tariq Masood,15K views,9:01,,
Tail laganay aor kanghi karnay ka masnoon tariqa | Ask Mufti Tariq Masood,22K views,2:03,,
qasar namaz kb parhain  | Ask Mufti Tariq Masood,13K views,3:42,,
Huzoor Sallallahu Alaihi Wasallam ka faqar o ghurbat | Ask Mufti Tariq Masood,6.4K views,9:37,,
Masjid ki topian | Ask Mufti Tariq Masood,11K views,4:20,,
Shohar k liey eyebrows banwana | Ask Mufti Tariq Masood,25K views,5:21,,
Court marriage kerna | Ask Mufti Tariq Masood,40K views,10:51,,
Zuhar ki char sunnatain reh jaen to kesay parhain | Ask Mufti Tariq Masood,16K views,2:49,,
Taleem ka vision aor maqsad | Ask Mufti Tariq Masood,8K views,4:01,,
Khawateen ka tights pehenna | Ask Mufti Tariq Masood,33K views,3:20,,
Hamla aorat ka bachay ko doodh pilana | Ask Mufti Tariq Masood,139K views,3:09,,
Qarz khawah ka inteqal ho jaey to qarz kesay lotaon | Ask Mufti Tariq Masood,12K views,4:32,https://i.ytimg.com/vi/ykrCx9Xl9yU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDqfI7rVFSnfut4_PMBK-mAZtRESA,
Kia topi sirf namaz k liey khaas hay | Ask Mufti Tariq Masood,18K views,4:58,https://i.ytimg.com/vi/lvPvekE5EAA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD907gkzV0357g7tyeu4Wz_kgSvTg,
Insani laash per tajribaat kerna | Ask Mufti Tariq Masood,10K views,4:01,https://i.ytimg.com/vi/EDLAfKKLz5w/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCKXCXOBHVtzGa0NlFqh-ZNUk7pvw,
Larki ki marzi k baghair rishta tay kerna | Ask Mufti Tariq Masood,9K views,3:40,https://i.ytimg.com/vi/vhWnPbNxzc0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBp4j28uWXa2A5Rtn-QQ8-_gk28QA,
Begum k paas sona ho to zakat kis k zimmae | Ask Mufti Tariq Masood,10K views,3:36,https://i.ytimg.com/vi/MsnYHcCAv6E/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD_n_bzv6MgjuxRivHXbBQCVeIqhA,
